Year,Marks,Model,Body Type,Mileage,Engine Size,Transmission,Fuel Type,Price($),City, Car Type
2024,Volkswagen,Amarok,Ute,560,2.3L,Automatic,Petrol,88420,Queensland,Demo
2023,Nissan,QASHQAI,SUV,55,1.3L,Constantly Variable Transmission,Petrol,46888,Victoria,Demo
2023,Lexus,UX,SUV,"4,765",N/A,Reduction Gear,Electric,63999,Queensland,Demo
2024,Suzuki,S-Cross,SUV,15,1.4L,Sports Automatic,Petrol,33550,Victoria,Demo
2024,Mitsubishi,Triton,Ute,15,2.4L,Sports Automatic,Diesel,60990,Queensland,New
2024,Renault,Koleos,SUV,15,2.5L,Constantly Variable Transmission,Petrol,43990,Queensland,New
2014,Toyota,Aurion,Sedan,"134,841",3.5L,Sports Automatic,Petrol,17500,New South Wales,Used
2018,Hyundai,Tucson,SUV,"136,173",2.0L,Sports Automatic,Diesel,26755,Australian Capital Territory,Used
2014,Jeep,Grand Cherokee,SUV,"246,441",3.0L,Sports Automatic,Diesel,14795,Western Australia,Used
2024,LDV,eDeliver 7,Van,551,N/A,Reduction Gear,Electric,59116,South Australia,Demo
2023,Toyota,RAV4,SUV,"61,601",2.5L,Constantly Variable Transmission,Hybrid,39990,Queensland,Used
2016,Toyota,Camry,Sedan,"108,825",2.5L,Sports Automatic,Petrol,18690,Queensland,Used
2024,LDV,Deliver 9,Van,840,2.0L,Automatic,Diesel,52888,Queensland,Demo
2024,GWM,Haval H6,SUV,5,2.0L,Sports Automatic Dual Clutch,Petrol,31485,Queensland,New
2019,Toyota,Landcruiser Prado,SUV,"187,306",2.8L,Sports Automatic,Diesel,57904,Western Australia,Used
2025,GWM,Haval H6GT,SUV,15,1.5L,Automatic,Hybrid,54485,Victoria,New
2024,Chery,Tiggo 4 Pro,SUV,3,1.5L,Constantly Variable Transmission,Petrol,26990,Queensland,New
2006,Toyota,Camry,Sedan,"193,868",2.4L,Automatic,Petrol,7990,Queensland,Used
2018,Holden,Colorado,Ute,"186,302",2.8L,Sports Automatic,Diesel,25693,Western Australia,Used
2020,Hyundai,Tucson,SUV,"103,950",1.6L,Sports Automatic Dual Clutch,Petrol,30890,New South Wales,Used
2024,Nissan,Navara,Ute,20,2.3L,Sports Automatic,Diesel,52888,Queensland,Demo
2024,Nissan,Z,Coupe,8,3.0L,Sports Automatic,Petrol,101881,Western Australia,New
2014,Toyota,FJ Cruiser,SUV,"190,239",4.0L,Automatic,Petrol,39888,Queensland,Used
2024,Suzuki,Jimny,SUV,6,1.5L,Automatic,Petrol,38990,Queensland,New
2016,Toyota,Hiace,Van,"70,785",3.0L,Automatic,Diesel,37592,Western Australia,Used
2020,Mitsubishi,Outlander,SUV,"56,981",2.2L,Sports Automatic,Diesel,33093,Western Australia,Used
2016,Subaru,Forester,SUV,"140,357",2.0L,Constantly Variable Transmission,Petrol,28990,New South Wales,Used
2017,Ford,Ranger,Ute,"73,814",3.2L,Manual,Diesel,39775,Western Australia,Used
2024,SKODA,Kodiaq,SUV,"7,987",2.0L,Sports Automatic Dual Clutch,Petrol,68890,New South Wales,Demo
2023,Mitsubishi,Outlander,SUV,"31,335",2.5L,Constantly Variable Transmission,Petrol,35990,Queensland,Used
2024,GWM,Haval H6,SUV,22,2.0L,Sports Automatic Dual Clutch,Petrol,33990,Queensland,New
2024,Toyota,Hiace,Van,15,2.8L,Sports Automatic,Diesel,58563,Western Australia,Used
2023,Fiat,Ducato,Van,22,2.2L,Automatic,Diesel,60990,New South Wales,New
2023,Mazda,CX-30,SUV,"7,840",2.0L,Sports Automatic,Petrol,38888,New South Wales,Demo
2011,Kia,Optima,Sedan,"122,580",2.4L,Sports Automatic,Petrol,11999,Queensland,Used
2024,Suzuki,S-Cross,SUV,15,1.4L,Sports Automatic,Petrol,33990,Victoria,Demo
2012,BMW,3 Series,Sedan,"100,864",2.0L,Sports Automatic,Petrol,17490,Queensland,Used
2013,Volkswagen,Golf,Hatchback,"170,391",2.0L,Manual,Petrol,18535,Queensland,Used
2017,Subaru,XV,SUV,"126,688",2.0L,Constantly Variable Transmission,Petrol,20590,New South Wales,Used
2024,Mitsubishi,Triton,Ute,15,2.4L,Sports Automatic,Diesel,61730,Queensland,New
2024,Chevrolet,Silverado,Ute,151,6.2L,Automatic,Petrol,145490,South Australia,Demo
2022,Kia,Carnival,N/A,"78,276",2.2L,Sports Automatic,Diesel,47765,South Australia,Used
2024,SKODA,Karoq,SUV,"2,022",1.4L,Automatic,Petrol,43990,Queensland,Demo
2023,Mazda,MX-30,SUV,"20,200",2.0L,Sports Automatic,Petrol,29495,Queensland,Used
2024,Mazda,CX-80,SUV,"1,933",2.5L,Sports Automatic,Hybrid,78888,Queensland,Demo
2019,Subaru,WRX,Sedan,"130,493",2.0L,Constantly Variable Transmission,Petrol,36913,Western Australia,Used
2024,RAM,1500,Ute,88,5.7L,Automatic,Petrol,155950,Queensland,New
2023,Honda,CR-V,SUV,"9,714",1.5L,Constantly Variable Transmission,Petrol,42990,Queensland,Used
2020,Ford,Everest,SUV,"142,524",2.0L,Sports Automatic,Diesel,40120,New South Wales,Used
2014,Toyota,FJ Cruiser,SUV,"190,239",4.0L,Automatic,Petrol,39888,Queensland,Used
2025,MG,HS,SUV,10,1.5L,Sports Automatic Dual Clutch,Petrol,33999,Western Australia,New
2018,Mitsubishi,Pajero,SUV,"173,235",3.2L,Sports Automatic,Diesel,35399,Western Australia,Used
2018,Ford,Ranger,N/A,"82,434",3.2L,Sports Automatic,Diesel,36980,Queensland,Used
2025,Hyundai,Tucson,SUV,N/A,1.6L,Automatic,Hybrid,63085,Victoria,New
2013,Mazda,3,Hatchback,"160,821",2.0L,Sports Automatic,Petrol,11490,Queensland,Used
2025,Kia,Picanto,Hatchback,15,1.3L,Automatic,Petrol,22890,Queensland,New
2016,Toyota,Corolla,Sedan,"137,000",1.8L,Constantly Variable Transmission,Petrol,18417,New South Wales,Used
2025,Hyundai,Kona,SUV,25,2.0L,Constantly Variable Transmission,Petrol,43990,Queensland,New
2018,Holden,Colorado,N/A,"214,984",2.8L,Sports Automatic,Diesel,23790,Queensland,Used
2024,Fiat,500,Hatchback,20,1.2L,Sports Automatic Single Clutch,Petrol,34890,Victoria,New
2024,GWM,Tank 500,SUV,16,2.0L,Sports Automatic,Hybrid,74590,Queensland,New
2024,Mitsubishi,Triton,Ute,"1,972",2.4L,Sports Automatic,Diesel,59496,Queensland,Demo
2024,Hyundai,Tucson,SUV,20,1.6L,Sports Automatic Dual Clutch,Petrol,61015,Victoria,New
2023,LDV,G10,Van,10,2.0L,Sports Automatic,Diesel,35990,Victoria,New
2016,Nissan,Altima,Sedan,"136,560",2.5L,Constantly Variable Transmission,Petrol,15421,Western Australia,Used
2024,GWM,Tank 300,SUV,22,2.0L,Sports Automatic,Hybrid,55585,Queensland,New
2024,BMW,iX3,SUV,"4,234",N/A,Automatic,Electric,92850,Victoria,Used
2023,Mazda,CX-5,SUV,"24,316",2.5L,Sports Automatic,Petrol,40995,Queensland,Used
2017,Mazda,CX-3,SUV,"105,232",2.0L,Sports Automatic,Petrol,18990,Queensland,Used
2024,Chery,OMODA E5,SUV,N/A,N/A,Reduction Gear,Electric,39990,New South Wales,Demo
2024,GWM,Tank 300,SUV,15,2.0L,Sports Automatic,Hybrid,55585,Victoria,New
2020,Mercedes-Benz,A-Class,Hatchback,"66,841",2.0L,Sports Automatic Dual Clutch,Petrol,67900,New South Wales,Used
2024,Mitsubishi,Triton,Ute,16,2.4L,Sports Automatic,Diesel,61930,Queensland,New
2024,Renault,Trafic,Van,"21,708",2.0L,Sports Automatic Dual Clutch,Diesel,45303,New South Wales,Used
2025,GWM,Cannon,Ute,15,2.4L,Sports Automatic,Diesel,40085,Victoria,New
2024,Lexus,ES,Sedan,"3,750",2.5L,Constantly Variable Transmission,Hybrid,88225,New South Wales,Demo
2024,MINI,Cooper,Hatchback,"5,248",N/A,Automatic,Electric,62990,Victoria,Demo
2024,Mazda,CX-5,SUV,7,2.5L,Sports Automatic,Petrol,55990,New South Wales,New
2017,Holden,Astra,Hatchback,"166,874",1.6L,Manual,Petrol,11320,Western Australia,Used
2016,Volkswagen,Tiguan,SUV,"127,844",2.0L,Sports Automatic Dual Clutch,Diesel,21056,Victoria,Used
2014,Ford,Transit Custom,Van,"117,095",2.2L,Manual,Diesel,23990,Victoria,Used
2015,Hyundai,iMax,N/A,"164,021",2.4L,Automatic,Petrol,17495,Queensland,Used
2025,Kia,Sportage,SUV,6,2.0L,Sports Automatic,Diesel,51490,Victoria,New
2023,Ford,Ranger,Ute,"10,460",2.0L,Sports Automatic,Diesel,58990,Queensland,Used
2021,Ford,Ranger,Ute,"61,640",3.2L,Sports Automatic,Diesel,48990,Victoria,Used
2013,Ford,Ranger,N/A,"247,008",2.2L,Sports Automatic,Diesel,13389,Queensland,Used
2023,LDV,T60,Ute,"18,580",2.0L,Sports Automatic,Diesel,36071,Tasmania,Used
2019,Toyota,Hiace,Van,"73,803",3.0L,Automatic,Diesel,48586,Western Australia,Used
2024,Renault,Arkana,SUV,10,1.3L,Sports Automatic Dual Clutch,Petrol,47888,Queensland,New
2022,MG,ZST,SUV,23,1.3L,Automatic,Petrol,34690,Queensland,Used
2024,Kia,Sportage,SUV,"4,697",2.0L,Sports Automatic,Petrol,38888,Victoria,Used
2024,LDV,T60,Ute,"4,500",2.0L,Sports Automatic,Diesel,44390,Queensland,Demo
2024,LDV,T60,Ute,7,2.0L,Sports Automatic,Diesel,47970,New South Wales,Demo
2023,Nissan,QASHQAI,SUV,45,1.3L,Constantly Variable Transmission,Petrol,47888,Victoria,Demo
2024,Suzuki,Ignis,SUV,10,1.2L,Constantly Variable Transmission,Petrol,27180,Queensland,New
2024,Suzuki,Jimny,SUV,11,1.5L,Automatic,Petrol,41990,Queensland,New
2024,Volkswagen,Transporter,Van,12,2.0L,Sports Automatic Dual Clutch,Diesel,63580,Queensland,New
2024,SKODA,Kamiq,SUV,"1,500",1.0L,Sports Automatic Dual Clutch,Petrol,32990,Queensland,Demo
2024,GWM,Ora,Hatchback,15,N/A,Reduction Gear,Electric,33485,Victoria,New
2015,Toyota,Fortuner,SUV,"211,669",2.8L,Manual,Diesel,27800,Tasmania,Used
2015,Toyota,Hiace,Van,"189,866",3.0L,Automatic,Diesel,27832,Western Australia,Used
2022,LDV,T60,Ute,"125,500",2.0L,Manual,Diesel,21620,Tasmania,Used
2022,Subaru,Forester,SUV,"22,888",2.5L,Constantly Variable Transmission,Petrol,43250,New South Wales,Used
2018,Ford,Ranger,Ute,"109,805",3.2L,Sports Automatic,Diesel,34011,Tasmania,Used
2018,Nissan,Navara,Ute,"209,579",2.3L,Sports Automatic,Diesel,22659,Queensland,Used
2013,Holden,Commodore,Sedan,"157,059",6.0L,Sports Automatic,Petrol,32990,Queensland,Used
2016,Toyota,Camry,Sedan,"119,482",2.5L,Constantly Variable Transmission,Hybrid,23868,Western Australia,Used
2024,Chery,OMODA 5,SUV,11,1.5L,Constantly Variable Transmission,Petrol,32490,Queensland,New
2012,Peugeot,4008,SUV,"217,685",2.0L,Manual,Petrol,6179,Queensland,Used
2019,Toyota,Hilux,Ute,"93,674",2.8L,Sports Automatic,Diesel,34201,Western Australia,Used
2021,Honda,HR-V,SUV,"46,546",1.8L,Constantly Variable Transmission,Petrol,28888,Victoria,Used
2020,Toyota,Hilux,N/A,"78,622",2.7L,Manual,Petrol,25740,New South Wales,Used
2023,Honda,ZR-V,SUV,"10,170",2.0L,Constantly Variable Transmission,Hybrid,46990,New South Wales,Used
2017,Hyundai,Santa Fe,SUV,"195,000",3.3L,Sports Automatic,Petrol,18504,Western Australia,Used
2015,Hyundai,iMax,N/A,"164,021",2.4L,Automatic,Petrol,17495,Queensland,Used
2024,Mazda,CX-5,SUV,160,2.0L,Sports Automatic,Petrol,38785,New South Wales,Demo
2022,Suzuki,Baleno,Hatchback,"48,062",1.4L,Automatic,Petrol,18561,Tasmania,Used
2022,Mitsubishi,Triton,Ute,"23,879",2.4L,Sports Automatic,Diesel,42008,Western Australia,Used
2024,Mazda,3,Sedan,"1,000",2.0L,Sports Automatic,Petrol,33990,Queensland,Demo
2023,MG,ZST,SUV,10,1.3L,Automatic,Petrol,34690,Queensland,Used
2021,Mercedes-Benz,Vito,Van,"86,970",2.1L,Sports Automatic,Diesel,41969,Western Australia,Used
2024,Kia,Picanto,Hatchback,"3,372",1.3L,Automatic,Petrol,20580,Victoria,Demo
2023,Peugeot,e-2008,SUV,"4,890",N/A,Automatic,Electric,38990,Queensland,Demo
2023,Mazda,BT-50,Ute,10,3.0L,Sports Automatic,Diesel,49990,Queensland,New
2024,Renault,Trafic,Van,N/A,2.0L,Sports Automatic Dual Clutch,Diesel,53940,Victoria,New
2018,Isuzu,D-MAX,Ute,"215,709",3.0L,Sports Automatic,Diesel,18475,Western Australia,Used
2019,Volkswagen,Transporter,Van,"133,431",2.0L,Sports Automatic Dual Clutch,Diesel,27800,New South Wales,Used
2021,Ford,Ranger,N/A,"187,845",3.2L,Sports Automatic,Diesel,28873,Western Australia,Used
2024,Volvo,XC90,SUV,5,2.0L,Sports Automatic,Petrol,128490,South Australia,New
2015,Land,Rover Defender,SUV,"64,721",2.2L,Manual,Diesel,82995,New South Wales,Used
2024,Volkswagen,Amarok,Ute,12,3.0L,Automatic,Diesel,91810,Queensland,New
2018,Volkswagen,Amarok,Ute,"195,476",2.0L,Automatic,Diesel,28790,Queensland,Used
2022,Honda,CR-V,SUV,"42,041",2.0L,Constantly Variable Transmission,Petrol,30954,Queensland,Used
2023,Renault,Trafic,Van,280,2.0L,Sports Automatic Dual Clutch,Diesel,53990,Victoria,Demo
2019,Toyota,RAV4,SUV,"147,550",2.5L,Constantly Variable Transmission,Hybrid,31040,Western Australia,Used
2012,Holden,Commodore,Wagon,"190,015",3.6L,Sports Automatic,Petrol,11990,Queensland,Used
2024,Hyundai,Tucson,SUV,N/A,1.6L,Automatic,Hybrid,63085,Victoria,New
2020,Honda,CR-V,SUV,"105,419",1.5L,Constantly Variable Transmission,Petrol,28830,New South Wales,Used
2016,Mazda,6,Sedan,"182,752",2.5L,Sports Automatic,Petrol,16470,New South Wales,Used
2014,Hyundai,Genesis,Sedan,"100,700",3.8L,Sports Automatic,Petrol,23567,New South Wales,Used
2017,Toyota,Hiace,Van,"13,750",2.7L,Automatic,Petrol,44688,Victoria,Used
2024,Chevrolet,Silverado HD,Ute,39,6.6L,Automatic,Diesel,181360,Queensland,New
2022,Mazda,CX-5,SUV,"50,600",2.5L,Sports Automatic,Petrol,31920,New South Wales,Used
2024,Land,Rover Defender,SUV,"9,800",3.0L,Sports Automatic,Diesel,161840,Australian Capital Territory,Used
2022,Mitsubishi,Triton,Ute,"23,879",2.4L,Sports Automatic,Diesel,42008,Western Australia,Used
2022,Isuzu,MU-X,SUV,"34,699",3.0L,Sports Automatic,Diesel,54101,Tasmania,Used
2019,Toyota,Hiace,Van,"101,021",2.8L,Sports Automatic,Diesel,46980,Queensland,Used
2021,Toyota,RAV4,SUV,"72,929",2.5L,Constantly Variable Transmission,Hybrid,35991,Queensland,Used
2022,Isuzu,D-MAX,N/A,"70,110",3.0L,Sports Automatic,Diesel,50965,Western Australia,Used
2023,MG,ZST,SUV,10,1.3L,Automatic,Petrol,34690,Queensland,Used
2024,Chery,Tiggo 8 Pro Max,SUV,9,2.0L,Sports Automatic Dual Clutch,Petrol,39490,Queensland,New
2024,Mazda,2,Hatchback,"7,100",1.5L,Sports Automatic,Petrol,27988,New South Wales,Demo
2022,Toyota,Hiace,Van,"16,777",2.8L,Sports Automatic,Diesel,105980,Queensland,Used
2023,Audi,Q3,SUV,"6,000",2.0L,Sports Automatic Dual Clutch,Petrol,78990,South Australia,Demo
2023,Nissan,QASHQAI,SUV,55,1.3L,Constantly Variable Transmission,Petrol,48399,Victoria,Demo
2024,Mitsubishi,Triton,Ute,"1,598",2.4L,Sports Automatic,Diesel,74250,Queensland,Demo
2024,Nissan,Navara,Ute,20,2.3L,Sports Automatic,Diesel,52490,Queensland,Demo
2023,SsangYong,Rexton,SUV,12,2.2L,Sports Automatic,Diesel,52988,Queensland,New
2019,Volkswagen,Transporter,Van,"133,431",2.0L,Sports Automatic Dual Clutch,Diesel,27800,New South Wales,Used
2024,BMW,1 Series,Hatchback,"1,650",1.5L,Sports Automatic Dual Clutch,Petrol,62780,Victoria,Used
2023,SsangYong,Rexton,SUV,10,2.2L,Sports Automatic,Diesel,54990,Victoria,New
2024,Volkswagen,Amarok,Ute,12,3.0L,Automatic,Diesel,91810,Queensland,Demo
2016,Volkswagen,Golf,Wagon,"172,792",1.4L,Sports Automatic Dual Clutch,Petrol,15362,Queensland,Used
2024,GWM,Haval H6GT,SUV,19,2.0L,Sports Automatic Dual Clutch,Petrol,46490,Queensland,New
2018,Mercedes-Benz,GLE-Class,SUV,"84,350",5.5L,Sports Automatic Dual Clutch,Petrol,85195,Western Australia,Used
2022,Mazda,3,Hatchback,"63,155",2.5L,Sports Automatic,Petrol,31250,Victoria,Used
2025,Hyundai,i20,Hatchback,10,1.6L,Manual,Petrol,40990,Victoria,New
2024,Ford,Transit Custom,Van,21,2.0L,Automatic,Diesel,54653,Victoria,Used
2025,GWM,Cannon,Ute,15,2.4L,Sports Automatic,Diesel,39490,Victoria,New
2022,Toyota,C-HR,SUV,"82,355",1.8L,Constantly Variable Transmission,Hybrid,28861,Tasmania,Used
2018,Nissan,Navara,Ute,"174,865",2.3L,Sports Automatic,Diesel,28888,Victoria,Used
2014,Toyota,Tarago,N/A,"174,469",3.5L,Sports Automatic,Petrol,22990,Queensland,Used
2019,Kia,Cerato,Hatchback,"157,110",2.0L,Sports Automatic,Petrol,18990,Victoria,Used
2019,Toyota,Yaris,Hatchback,"63,012",1.3L,Automatic,Petrol,19990,New South Wales,Used
2024,Chevrolet,Silverado HD,Ute,31,6.6L,Automatic,Diesel,167888,Victoria,New
2024,Hyundai,Kona,SUV,85,N/A,Reduction Gear,Electric,66320,New South Wales,Demo
2021,Subaru,Outback,SUV,"127,699",2.5L,Constantly Variable Transmission,Petrol,32990,Victoria,Used
2024,Chery,Tiggo 8 Pro Max,SUV,10,2.0L,Sports Automatic Dual Clutch,Petrol,39490,Queensland,New
2024,Mazda,CX-3,SUV,10,2.0L,Sports Automatic,Petrol,39430,New South Wales,New
2023,SKODA,Scala,Hatchback,"2,946",1.0L,Sports Automatic Dual Clutch,Petrol,28990,Victoria,Demo
2019,Hyundai,Veloster,Hatchback,"131,272",1.6L,Sports Automatic Dual Clutch,Petrol,23990,Queensland,Used
2015,Hyundai,Santa Fe,SUV,"151,941",2.2L,Sports Automatic,Diesel,25597,Queensland,Used
2024,Mazda,2,Hatchback,"7,100",1.5L,Sports Automatic,Petrol,27988,New South Wales,Demo
2024,Volkswagen,Amarok,Ute,12,2.3L,Automatic,Petrol,90188,Queensland,New
2024,MINI,Cooper,Hatchback,"1,550",N/A,Automatic,Electric,64999,Victoria,Demo
2014,MINI,Hatch,Hatchback,"126,277",2.0L,Manual,Petrol,16490,Queensland,Used
2024,GWM,Cannon Alpha,Ute,21,2.0L,Sports Automatic,Hybrid,64990,Queensland,New
2023,Mercedes-Benz,EQE,SUV,"4,835",N/A,Reduction Gear,Electric,138868,Victoria,Used
2024,GWM,Tank 300,SUV,"1,342",2.0L,Sports Automatic,Hybrid,55990,Queensland,Demo
2024,Volkswagen,Amarok,Ute,12,3.0L,Automatic,Diesel,91810,Queensland,Demo
2022,Haval,H6,SUV,"77,845",1.5L,Constantly Variable Transmission,Hybrid,29990,Queensland,Used
2024,Hyundai,Santa Fe,SUV,10,1.6L,Automatic,Hybrid,76990,Victoria,New
2024,Hyundai,Palisade,SUV,N/A,2.2L,Sports Automatic,Diesel,86652,Victoria,New
2018,Ford,Focus,Hatchback,"90,186",1.5L,Automatic,Petrol,20026,Western Australia,Used
2017,Mitsubishi,Triton,N/A,"66,864",2.4L,Manual,Diesel,26801,Tasmania,Used
2019,Mitsubishi,ASX,SUV,"30,393",2.0L,Constantly Variable Transmission,Petrol,26286,Tasmania,Used
2017,Mazda,BT-50,N/A,"106,753",3.2L,Sports Automatic,Diesel,26990,Queensland,Used
2020,Mazda,CX-30,SUV,"101,425",2.0L,Sports Automatic,Petrol,23990,New South Wales,Used
2024,LDV,G10,Van,10,2.0L,Sports Automatic,Diesel,36490,Western Australia,New
2011,Volkswagen,Amarok,Ute,"183,000",2.0L,Manual,Diesel,16470,Tasmania,Used
2018,Mercedes-Benz,CLA-Class,Coupe,"69,008",2.0L,Sports Automatic Dual Clutch,Petrol,35990,New South Wales,Used
2022,Toyota,Hilux,Ute,"49,660",2.8L,Sports Automatic,Diesel,68041,Western Australia,Used
2022,Toyota,Kluger,SUV,"33,000",2.5L,Constantly Variable Transmission,Hybrid,69990,South Australia,Used
2024,Chery,Tiggo 8 Pro Max,SUV,14,2.0L,Sports Automatic Dual Clutch,Petrol,39590,Queensland,New
2024,Mazda,3,Hatchback,"5,588",2.0L,Sports Automatic,Petrol,32950,Victoria,Used
2023,Hyundai,Kona,SUV,"26,000",2.0L,Constantly Variable Transmission,Petrol,30921,Tasmania,Used
2024,Land,Rover Range Rover Sport,SUV,11,3.0L,Sports Automatic,Hybrid,234890,New South Wales,Demo
2018,Honda,CR-V,SUV,"205,826",1.5L,Constantly Variable Transmission,Petrol,18494,Western Australia,Used
2024,Volkswagen,Amarok,Ute,12,2.3L,Automatic,Petrol,90188,Queensland,New
2022,Hyundai,i30,Sedan,"2,215",2.0L,Sports Automatic Dual Clutch,Petrol,54885,Queensland,Used
2021,Toyota,Hilux,N/A,"147,800",2.8L,Sports Automatic,Diesel,45310,Northern Territory,Used
2024,Chevrolet,Silverado,Ute,"2,914",6.2L,Automatic,Petrol,133990,Queensland,Demo
2024,Chery,Tiggo 8 Pro Max,SUV,9,2.0L,Sports Automatic Dual Clutch,Petrol,38590,Queensland,New
2024,Volkswagen,Amarok,Ute,12,2.3L,Automatic,Petrol,90278,Queensland,New
2024,Chery,Tiggo 8 Pro Max,SUV,14,2.0L,Sports Automatic Dual Clutch,Petrol,38590,Queensland,New
2024,Nissan,Patrol,SUV,20,5.6L,Sports Automatic,Petrol,103888,Queensland,Demo
2024,Mazda,CX-30,SUV,10,2.0L,Sports Automatic,Petrol,35990,New South Wales,New
2023,Alfa,Romeo Stelvio,SUV,20,2.0L,Sports Automatic,Petrol,89990,Victoria,New
2024,GWM,Tank 300,SUV,15,2.0L,Sports Automatic,Hybrid,56585,Victoria,New
2024,Fiat,500,Hatchback,20,1.2L,Sports Automatic Single Clutch,Petrol,39990,Victoria,New
2024,Renault,Kangoo,Van,88,1.3L,Manual,Petrol,37990,Queensland,New
2016,Mazda,CX-5,SUV,"183,938",2.0L,Sports Automatic,Petrol,15990,Queensland,Used
2021,Hyundai,Kona,SUV,"75,371",2.0L,Constantly Variable Transmission,Petrol,24333,Queensland,Used
2024,Hyundai,Tucson,SUV,N/A,1.6L,Automatic,Hybrid,63490,Victoria,New
2025,Chery,Tiggo 7 Pro,SUV,10,1.6L,Sports Automatic Dual Clutch,Petrol,32522,New South Wales,Demo
2021,Toyota,Hilux,N/A,"131,908",2.8L,Sports Automatic,Diesel,47370,Northern Territory,Used
2020,Mazda,CX-5,SUV,"156,381",2.2L,Sports Automatic,Diesel,25660,Australian Capital Territory,Used
2023,Mitsubishi,Outlander,SUV,"64,685",2.5L,Constantly Variable Transmission,Petrol,45310,New South Wales,Used
2024,Nissan,Patrol,SUV,20,5.6L,Sports Automatic,Petrol,108888,Queensland,New
2014,Jeep,Cherokee,SUV,"96,634",3.2L,Sports Automatic,Petrol,16501,Tasmania,Used
2018,Mercedes-Benz,CLA-Class,Coupe,"69,008",2.0L,Sports Automatic Dual Clutch,Petrol,35990,New South Wales,Used
2023,Kia,Sorento,SUV,"25,676",2.2L,Sports Automatic Dual Clutch,Diesel,51930,South Australia,Used
2009,Toyota,Landcruiser Prado,SUV,"339,106",3.0L,Sports Automatic,Diesel,20590,Tasmania,Used
2024,Chery,Tiggo 8 Pro Max,SUV,13,2.0L,Sports Automatic Dual Clutch,Petrol,38590,Queensland,New
2020,Kia,Sorento,SUV,"158,859",2.2L,Sports Automatic Dual Clutch,Diesel,29990,Queensland,Used
2024,Audi,Q3,SUV,"1,070",2.0L,Sports Automatic Dual Clutch,Petrol,76488,Victoria,Demo
2022,Suzuki,Baleno,Hatchback,"31,584",1.4L,Automatic,Petrol,19591,Tasmania,Used
2024,Hyundai,STARIA,N/A,"2,531",3.5L,Sports Automatic,Petrol,89999,Western Australia,Used
2024,Fiat,500,Hatchback,20,1.2L,Sports Automatic Single Clutch,Petrol,39990,Victoria,New
2022,LDV,G10,Van,"8,500",2.0L,Sports Automatic,Petrol,30790,Queensland,Used
2024,Kia,Picanto,Hatchback,20,1.3L,Automatic,Petrol,23990,Queensland,New
2016,Mazda,BT-50,Ute,"177,123",3.2L,Sports Automatic,Diesel,28930,Queensland,Used
2022,Hyundai,Venue,SUV,"71,447",1.6L,Automatic,Petrol,25888,Queensland,Used
2023,Toyota,Corolla,Hatchback,"10,329",1.8L,Constantly Variable Transmission,Hybrid,45205,New South Wales,Used
2024,Hyundai,Tucson,SUV,20,2.0L,Automatic,Petrol,41990,Queensland,New
2015,Hyundai,Accent,Sedan,"144,112",1.4L,Manual,Petrol,7201,Western Australia,Used
2024,Volkswagen,Amarok,Ute,12,3.0L,Automatic,Diesel,91810,Queensland,New
2024,Mercedes-Benz,CLA-Class,Coupe,801,2.0L,Sports Automatic Dual Clutch,Petrol,115800,Victoria,Used
2024,Mercedes-Benz,A-Class,Hatchback,"4,500",2.0L,Sports Automatic Dual Clutch,Petrol,84775,New South Wales,Demo
2024,Renault,Trafic,Van,15,2.0L,Sports Automatic Dual Clutch,Diesel,58990,Queensland,New
2024,Hyundai,Palisade,SUV,N/A,2.2L,Sports Automatic,Diesel,86652,Victoria,New
2024,Suzuki,Jimny,SUV,20,1.5L,Manual,Petrol,37250,Queensland,New
2024,Suzuki,Jimny,SUV,N/A,1.5L,Manual,Petrol,36335,Victoria,New
2024,Fiat,500,Hatchback,20,1.2L,Sports Automatic Single Clutch,Petrol,39990,Victoria,New
2019,Toyota,Fortuner,SUV,"167,075",2.8L,Automatic,Diesel,37150,Tasmania,Used
2021,Hyundai,i30,Sedan,"104,800",1.6L,Manual,Petrol,26900,Victoria,Used
2019,Hyundai,Tucson,SUV,"137,663",2.0L,Automatic,Petrol,18990,Queensland,Used
2022,Toyota,Landcruiser,N/A,"118,262",4.5L,Manual,Diesel,91567,Western Australia,Used
2007,Mercedes-Benz,C-Class,Coupe,"86,035",1.8L,Automatic,Petrol,13990,Victoria,Used
2024,Nissan,JUKE,SUV,15,1.0L,Sports Automatic Dual Clutch,Petrol,38867,Victoria,Demo
2017,Suzuki,Swift,Hatchback,"136,092",1.2L,Constantly Variable Transmission,Petrol,14990,Queensland,Used
2014,Holden,Trax,SUV,"119,532",1.8L,Automatic,Petrol,12234,Western Australia,Used
2025,Isuzu,D-MAX,Ute,13,3.0L,Sports Automatic,Diesel,61990,Victoria,New
2019,SKODA,Octavia,Wagon,"131,345",1.4L,Sports Automatic Dual Clutch,Petrol,17371,Western Australia,Used
2018,Volkswagen,Amarok,Ute,"235,112",2.0L,Automatic,Diesel,23680,Queensland,Used
2010,Ford,Falcon Ute,Ute,"135,781",4.0L,Sports Automatic,Petrol,20477,New South Wales,Used
2024,Kia,Picanto,Hatchback,14,1.3L,Automatic,Petrol,23990,Queensland,New
2020,Toyota,Hilux,Ute,"93,462",2.8L,Sports Automatic,Diesel,47190,Australian Capital Territory,Used
2024,Volkswagen,Amarok,Ute,12,3.0L,Automatic,Diesel,91810,Queensland,New
